feature_set,train_size,ansatz,encoding,accuracy,f1,auc,precision,recall,TPR,FPR,TP,TN,FP,FN,threshold,best_epoch,validation_accuracy,validation_f1,validation_auc
ica4,5000,strongly_entangling,ry_embedding,0.881,0.9222222222222224,0.9409651482074048,0.8857501569365976,0.961826857532379,0.961826857532379,0.3414634146341463,1411,351,182,56,0.3449999999999999,20,0.88,0.9215686274509804,0.9350266464327504
pca4,5000,strongly_entangling,amplitude_embedding,0.878,0.917400135409614,0.9367549503715896,0.9112306657700068,0.923653715064758,0.923653715064758,0.24765478424015,1355,401,132,112,0.4099999999999999,20,0.883,0.9212121212121211,0.920254865592634
pca4,5000,EfficientSU2_like,amplitude_embedding,0.8735,0.915129151291513,0.9315740538245404,0.9009247027741084,0.9297886843899114,0.9297886843899114,0.2814258911819887,1364,383,150,103,0.4149999999999999,9,0.867,0.9109176155391828,0.914194909841552
xgb_pca4,5000,custom_ansatz_1,ry_embedding,0.871,0.9075931232091692,0.9182502867973464,0.9562264150943396,0.863667348329925,0.863667348329925,0.1088180112570356,1267,475,58,200,0.4299999999999999,20,0.868,0.906515580736544,0.9086561307233626
pca4,5000,Real_Amplitude_like,amplitude_embedding,0.87,0.9128101945003352,0.9280544716726072,0.8983498349834983,0.9277436946148604,0.9277436946148604,0.2889305816135084,1361,379,154,106,0.4399999999999999,20,0.865,0.9092131809011432,0.9041545952961254
ica4,5000,strongly_entangling,rx_embedding,0.87,0.9160206718346252,0.9194959528642006,0.8704726826273788,0.9665985003408316,0.9665985003408316,0.3958724202626641,1418,322,211,49,0.3299999999999999,20,0.87,0.916452442159383,0.9104700297888212
ica4,5000,EfficientSU2_like,ZZ_Feature_Map_style,0.8695,0.9081955680619064,0.933471968037283,0.9382267441860463,0.880027266530334,0.880027266530334,0.1594746716697936,1291,448,85,176,0.4749999999999999,20,0.876,0.9138888888888888,0.9370142710425066
autoencoder,5000,strongly_entangling,custom_h_ry_rz,0.8665,0.9059528002817894,0.9015591288522606,0.9373177842565598,0.8766189502385822,0.8766189502385822,0.1613508442776735,1286,447,86,181,0.5049999999999999,20,0.864,0.904494382022472,0.8995764162464042
autoencoder,5000,Real_Amplitude_like,amplitude_embedding,0.8625,0.9061753667690208,0.922943915611879,0.907103825136612,0.905248807089298,0.905248807089298,0.2551594746716698,1328,397,136,139,0.5099999999999999,20,0.89,0.9246575342465754,0.9357930826575922
autoencoder,5000,Real_Amplitude_like,custom_h_ry_rz,0.8595,0.8984459703650163,0.9063537921835092,0.956153846153846,0.847307430129516,0.847307430129516,0.1069418386491557,1243,476,57,224,0.5549999999999999,20,0.893,0.9238434163701068,0.926243287296064
