feature_set,train_size,ansatz,encoding,sigma_noise,n_params,elapsed_s,gpu_id,sigma_epi_mean,sigma_epi_std,entropy_mean,entropy_std,vr_mean,ece,deploy_coverage
autoencoder,5000,custom_ansatz_1,Custom_H_RY_RZ,0.0485057232428606,16,17.8,0,0.0074369462246254,0.0005942145512507,0.9985469624993196,0.0022840391017871,0.1805833333333333,0.4067849279294411,0.7965
autoencoder,5000,Real_Amplitude_like,Amplitude_Embedding,0.0769916870172124,12,12.9,2,0.0533918535457067,0.0036901136983967,0.9795225147369564,0.0483073041631902,0.2208333333333333,0.3956624653505782,0.9765
xgb_pca4,5000,Real_Amplitude_like,RX_Angle_Encoding,0.049088883562907,12,13.5,2,0.0126622963006323,0.0009963866598188,0.9955700197814488,0.0131501199709219,0.2233833333333333,0.4565771659272413,1.0
autoencoder,5000,strongly_entangling,Amplitude_Embedding,0.0795910689865227,24,11.8,1,0.055639941656815,0.0055012115245995,0.9749241293720544,0.0471188959031252,0.1507833333333333,0.3703442666781445,0.9945
autoencoder,5000,custom_ansatz_1,ZZ_Feature_Map_style,0.1103379395455652,16,19.6,2,0.0349662655305483,0.0069894130868628,0.924219022540774,0.0694139728507161,0.0434,0.3071699344330778,0.984
autoencoder,5000,strongly_entangling,IQP_style_encoding,0.0816670502745819,24,18.7,2,0.0125761263762661,0.0041241251245276,0.998750189381198,0.0021577174541643,0.1891833333333333,0.4176458431795239,0.871
xgb_pca4,5000,EfficientSU2_like,ZZ_Feature_Map_style,0.1170656097329289,24,21.5,0,0.0489747621243446,0.0106152052862297,0.8602329187728879,0.0855814157532083,0.0885666666666666,0.2244369007018705,0.785
autoencoder,5000,custom_ansatz_1,RX_Angle_Encoding,0.0401616978444336,16,14.0,1,0.0071649361035782,0.0005588171912428,0.9992107251520091,0.0066388032799991,0.21245,0.4286529535909494,0.8605
autoencoder,5000,Real_Amplitude_like,ZZ_Feature_Map_style,0.08843022167401,12,19.4,0,0.0231865087792511,0.0032566215483758,0.992282015483733,0.0087641971004947,0.1851999999999999,0.3974201949740449,0.6015
autoencoder,5000,strongly_entangling,Custom_H_RY_RZ,0.089187543160229,24,15.3,1,0.0309370928941253,0.0034766916974737,0.9906067502682062,0.0163041160861066,0.1916833333333333,0.4248946089426675,0.016
