feature_set,train_size,ansatz,encoding,sigma_noise,n_params,elapsed_s,gpu_id,sigma_epi_mean,sigma_epi_std,entropy_mean,entropy_std,vr_mean,ece,deploy_coverage
xgb_pca4,5000,custom_ansatz_1,iqp_embedding,0.041786534900109286,16,23.1,1,0.006247394594056012,0.0014146555554620684,0.9984810641475743,0.0010661176314855558,0.0,0.3511015413795908,0.0
ica4,5000,efficient_su2_like,rx_embedding,0.044505621395874634,24,16.7,2,0.0043878275771843,0.00037792532414937107,0.7319494695093527,0.11452678224267074,0.0002666666666666667,0.16180157889922456,0.242
pca4,5000,custom_ansatz_1,rx_embedding,0.018012677952701745,16,17.5,3,0.002877776992701142,9.288400568570817e-05,0.999368367397829,0.001320754396315262,0.07738333333333333,0.39171684630264836,0.914
autoencoder,5000,custom_ansatz_1,rx_embedding,0.037097130513735595,16,18.5,1,0.010389746177115832,0.001451155448036653,0.995445130926111,0.017652579610739613,0.24674999999999997,0.3293792096691826,0.138
ica4,5000,efficient_su2_like,ry_embedding,0.049178364545318966,24,16.9,2,0.005950926617050731,0.002820975381800803,0.6945128945354392,0.13072233496269522,0.01735,0.10935496050119389,0.2055
ica4,5000,strongly_entangling,ry_embedding,0.04633704058987853,24,13.4,0,0.022770687775989274,0.00635686494503186,0.8681658344140935,0.057683810579946114,0.0,0.23369366685673598,0.0015
xgb_pca4,5000,real_amplitudes,amplitude_embedding,0.036691585230364275,12,16.0,0,0.01337807711297474,0.004381199218062556,0.8342004672320936,0.16496956345266447,0.05711666666666667,0.2611501856454958,0.0
xgb_pca4,5000,custom_ansatz_1,amplitude_embedding,0.034771993517896393,16,15.4,0,0.012124305575480753,0.002976470900503763,0.8427919449143799,0.11565771853705935,0.005116666666666665,0.23476598195520548,0.0
xgb_pca4,5000,efficient_su2_like,amplitude_embedding,0.07067512397481177,24,15.7,2,0.02193859232495937,0.0036436408190357408,0.9138962660783745,0.14213359739133383,0.08564999999999999,0.3290143712849667,0.0
ica4,5000,strongly_entangling,rx_embedding,0.0337408529464093,24,11.5,0,0.0016796667045692875,0.0004924470149752412,0.8050016992402889,0.0766204117864725,0.0,0.19820755864754322,0.0015
xgb_pca4,5000,strongly_entangling,amplitude_embedding,0.061966704340403835,24,11.6,2,0.013011630562255752,0.004809612186418717,0.7098421942879649,0.2301727029131671,0.0002666666666666667,0.5829263047386581,0.0
autoencoder,5000,real_amplitudes,rx_embedding,0.03644284483051331,12,14.1,2,0.006775399909991762,0.0010953624689631189,0.9909807643875179,0.01837047971069849,0.02643333333333333,0.35851091941272223,0.119
xgb_pca4,5000,strongly_entangling,iqp_embedding,0.053927029392874685,24,21.2,3,0.014495467957994319,0.0019075133181964293,0.9998273132779427,0.0002989881127147389,0.0,0.30338313641746834,0.0
pca4,5000,custom_ansatz_1,amplitude_embedding,0.05766916947221403,16,15.8,1,0.030685865179215396,0.0008753186297601114,0.9948438712735733,0.008893639280324443,0.44905000000000006,0.3395388589898745,0.0005
autoencoder,5000,efficient_su2_like,ry_embedding,0.0460350763139613,24,13.2,0,0.03429408344766051,0.0032185629977264083,0.9841402468495036,0.04031655212423904,0.29436666666666667,0.3086834575626378,0.01
autoencoder,5000,efficient_su2_like,rx_embedding,0.03151844062659188,24,20.3,3,0.012166496362831748,0.0012151970861361836,0.9762401764714658,0.05096434002852169,0.051250000000000004,0.3767166684735566,0.017
autoencoder,5000,strongly_entangling,rx_embedding,0.03243016119779597,24,12.9,0,0.007718807203398097,0.0005474748270201953,0.9897904879161492,0.008916275491643592,0.015466666666666667,0.3715872063840429,0.007
