feature_set,train_size,ansatz,encoding,accuracy,f1,auc,precision,recall,threshold,best_epoch,validation_accuracy,validation_f1,validation_auc
xgb_pca4,5000,custom_ansatz_1,ry_embedding,0.851,0.9145642201834863,0.33106718749999997,0.8448093220338984,0.996875,0.38499999999999995,6,0.842,0.9096109839816934,0.301725
pca4,5000,efficient_su2_like,ry_embedding,0.8015,0.8896302474284126,0.42001171875,0.801201802704056,1.0,0.37999999999999995,1,0.803,0.8903728436282693,0.46681875
pca4,5000,efficient_su2_like,amplitude_embedding,0.801,0.8893829905503057,0.5996023437500001,0.8008008008008008,1.0,0.38499999999999995,4,0.802,0.8898776418242491,0.6404375
pca4,5000,efficient_su2_like,rx_embedding,0.801,0.889321468298109,0.10955859374999999,0.8011022044088176,0.999375,0.4699999999999999,1,0.803,0.8903728436282693,0.11473125
xgb_pca4,5000,efficient_su2_like,rx_embedding,0.8005,0.8891358710752987,0.24633125,0.80040020010005,1.0,0.33499999999999996,17,0.802,0.8898776418242491,0.22149375000000002
autoencoder,5000,custom_ansatz_1,rz_embedding,0.8,0.8888888888888888,0.52001875,0.8,1.0,0.05,8,0.8,0.8888888888888888,0.531975
autoencoder,5000,real_amplitudes,rz_embedding,0.8,0.8888888888888888,0.50423359375,0.8,1.0,0.05,6,0.8,0.8888888888888888,0.5118343750000001
autoencoder,5000,efficient_su2_like,rz_embedding,0.8,0.8888888888888888,0.49844140625,0.8,1.0,0.05,7,0.8,0.8888888888888888,0.5074875
autoencoder,5000,strongly_entangling,rz_embedding,0.8,0.8888888888888888,0.49739375,0.8,1.0,0.05,8,0.8,0.8888888888888888,0.5068437499999999
ica4,5000,custom_ansatz_1,rz_embedding,0.8,0.8888888888888888,0.4966929687499999,0.8,1.0,0.05,8,0.8,0.8888888888888888,0.5260624999999999
xgb_pca4,5000,real_amplitudes,rz_embedding,0.8,0.8888888888888888,0.4949203125,0.8,1.0,0.05,6,0.8,0.8888888888888888,0.503859375
ica4,5000,efficient_su2_like,rz_embedding,0.8,0.8888888888888888,0.4876890625,0.8,1.0,0.05,7,0.8,0.8888888888888888,0.49977499999999997
xgb_pca4,5000,efficient_su2_like,rz_embedding,0.8,0.8888888888888888,0.486365625,0.8,1.0,0.05,7,0.8,0.8888888888888888,0.4986531250000001
ica4,5000,real_amplitudes,rz_embedding,0.8,0.8888888888888888,0.48612265625,0.8,1.0,0.05,6,0.8,0.8888888888888888,0.47664687499999997
pca4,5000,strongly_entangling,rz_embedding,0.8,0.8888888888888888,0.48534921875,0.8,1.0,0.05,8,0.8,0.8888888888888888,0.486884375
ica4,5000,strongly_entangling,rz_embedding,0.8,0.8888888888888888,0.48415625,0.8,1.0,0.05,8,0.8,0.8888888888888888,0.48004062500000005
pca4,5000,efficient_su2_like,rz_embedding,0.8,0.8888888888888888,0.48414375000000004,0.8,1.0,0.05,7,0.8,0.8888888888888888,0.4825
xgb_pca4,5000,custom_ansatz_1,rz_embedding,0.8,0.8888888888888888,0.48227265625,0.8,1.0,0.05,8,0.8,0.8888888888888888,0.51295625
pca4,5000,real_amplitudes,rz_embedding,0.8,0.8888888888888888,0.48154921875,0.8,1.0,0.05,6,0.8,0.8888888888888888,0.4864312500000001
xgb_pca4,5000,strongly_entangling,rz_embedding,0.8,0.8888888888888888,0.47919531249999997,0.8,1.0,0.05,8,0.8,0.8888888888888888,0.50843125
pca4,5000,custom_ansatz_1,rz_embedding,0.8,0.8888888888888888,0.47032343749999994,0.8,1.0,0.05,8,0.8,0.8888888888888888,0.45642499999999997
pca4,5000,strongly_entangling,amplitude_embedding,0.8,0.8888888888888888,0.407309375,0.8,1.0,0.05,12,0.8,0.8888888888888888,0.4327625
xgb_pca4,5000,strongly_entangling,ry_embedding,0.8,0.8888888888888888,0.29581406250000003,0.8,1.0,0.05,1,0.8,0.8888888888888888,0.26858125
xgb_pca4,5000,custom_ansatz_1,rx_embedding,0.8,0.8888888888888888,0.29537656250000005,0.8,1.0,0.05,1,0.8,0.8888888888888888,0.26639375
xgb_pca4,5000,strongly_entangling,rx_embedding,0.8,0.8888888888888888,0.29487656250000005,0.8,1.0,0.05,1,0.8,0.8888888888888888,0.26899375000000003
ica4,5000,efficient_su2_like,amplitude_embedding,0.7995,0.8885801611558767,0.21777656250000002,0.7998999499749875,0.999375,0.4049999999999999,3,0.802,0.8898776418242491,0.20197500000000002
